filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,rcep1,rcep2,rcep3,rcep4,rcep5,rcep6,rcep7,rcep8,rcep9,rcep10,label
blues.00000.wav,0.34995052218437195,0.13019199669361115,1784.416545970319,2002.6571063943209,3806.4186497738488,0.08306639113293343,-113.619384765625,121.55303192138672,-19.15105628967285,42.345767974853516,-6.3711676597595215,18.613033294677734,-13.692060470581055,15.339378356933594,-12.28361701965332,10.973775863647461,-3.5120320320129395,-0.8794684410095215,-0.621237576007843,-0.22662001848220825,-0.08668320626020432,0.04751815274357796,0.06542818993330002,0.01583915203809738,-0.01130713615566492,0.05435175448656082,blues
blues.00001.wav,0.3409450948238373,0.09589168429374695,1529.8713140945188,2038.6121427572907,3548.9868730952494,0.056044256724071206,-207.58151245117188,123.99714660644531,8.939114570617676,35.870758056640625,2.9199702739715576,21.518787384033203,-8.555368423461914,23.355937957763672,-10.10103702545166,11.906444549560547,-5.408479690551758,-0.8041918277740479,-0.4987413287162781,-0.09129637479782104,0.1206367090344429,0.1447484940290451,0.1044272929430008,0.09768487513065338,0.01569119282066822,0.0529976412653923,blues
blues.00002.wav,0.36356183886528015,0.17549368739128113,1552.6377863181906,1747.3820283016646,3041.0899442784926,0.07630074799245357,-90.7763442993164,140.4486083984375,-29.10055923461914,31.687339782714844,-13.975971221923828,25.74168586730957,-13.644712448120117,11.623111724853516,-11.775919914245605,9.70046615600586,-3.4488730430603027,-0.8008733987808228,-0.546543538570404,-0.28139352798461914,-0.11085524410009384,-0.01018651481717825,0.03689834475517273,0.017964523285627365,0.0155185516923666,0.039908260107040405,blues
blues.00003.wav,0.4048483669757843,0.1411392092704773,1070.1100585189856,1596.244204184935,2185.0617872303114,0.03330894446594427,-199.46200561523438,150.0947265625,5.649167060852051,26.87014389038086,1.7554408311843872,14.236881256103516,-4.8288726806640625,9.29784870147705,-0.7531419992446899,8.147393226623535,-5.727599143981934,-0.5350375175476074,-0.41385704278945923,-0.12720581889152527,0.03386824578046799,0.11948618292808533,0.08965693414211273,0.02193129062652588,0.030143428593873978,0.05025070533156395,blues
blues.00004.wav,0.3085981607437134,0.09154040366411209,1835.5070084014953,1748.3674767249406,3581.003346162684,0.1015001421004257,-160.29185485839844,126.19577026367188,-35.602500915527344,22.151168823242188,-32.487640380859375,10.862022399902344,-23.357162475585938,0.500523030757904,-11.804769515991211,1.2038774490356445,-4.820575714111328,-0.9614863395690918,-0.43955445289611816,-0.21576549112796783,-0.07754799723625183,0.008920621126890182,0.030030816793441772,-0.024468600749969482,-0.006408258341252804,-0.01952214352786541,blues
blues.00005.wav,0.30241402983665466,0.10343772172927856,1831.9900685948733,1729.4562589469772,3480.8539517523704,0.09403986975135449,-177.88876342773438,118.18952941894531,-17.550729751586914,30.753101348876953,-21.732107162475586,11.898545265197754,-20.732280731201172,3.176168918609619,-8.575770378112793,-0.9401842355728149,-5.246821403503418,-0.9805893898010254,-0.3475598394870758,-0.08540231734514236,-0.04870578646659851,0.06674061715602875,0.03338797017931938,-0.034803155809640884,0.010514620691537857,0.0008034529164433479,blues
blues.00006.wav,0.29140564799308777,0.14168789982795715,1459.0353761872718,1388.725515468785,2795.67476160386,0.07302790308146284,-190.17501831054688,130.29241943359375,-36.348472595214844,33.029090881347656,11.085680961608887,-0.5963726043701172,-20.882356643676758,0.2771160304546356,-6.500870704650879,-5.515623092651367,-6.235756874084473,-0.6283994913101196,-0.5117881298065186,-0.10076715052127838,0.12020540982484818,0.18337194621562958,0.09458792209625244,-0.005347554571926594,-0.020793447270989418,0.005161046516150236,blues
blues.00007.wav,0.30731454491615295,0.13174523413181305,1451.8494584581751,1577.5518583197488,2955.7654602239745,0.06143500266060371,-179.42007446289062,136.4420928955078,-26.644338607788086,39.979591369628906,5.301814556121826,10.921236991882324,-20.555347442626953,8.507476806640625,-11.35435962677002,-3.4690980911254883,-5.579975128173828,-0.811130940914154,-0.42004385590553284,-0.09670939296483994,0.12545989453792572,0.12809713184833527,0.14924310147762299,0.03602788224816322,-0.006818920373916626,-0.006697440054267645,blues
blues.00008.wav,0.40899816155433655,0.1423606276512146,1719.2739373344168,2031.6873439502422,3781.5188003398316,0.06402757957623839,-121.38711547851562,122.5053939819336,-14.739394187927246,46.135292053222656,-8.160384178161621,20.170509338378906,-19.169321060180664,23.050188064575195,-11.825939178466797,21.173410415649414,-3.802708387374878,-0.9982094764709473,-0.6387858390808105,-0.15122269093990326,0.034293871372938156,0.040792305022478104,0.036642882972955704,0.07930649816989899,-0.008782311342656612,0.05871749669313431,blues
blues.00009.wav,0.2740142345428467,0.08132097870111465,1817.5295464146707,1973.6903092151892,3944.584480970637,0.0792153184258901,-213.20452880859375,115.154541015625,-11.720502853393555,39.032554626464844,-20.357818603515625,13.089925765991211,-9.180815696716309,9.023638725280762,-14.101022720336914,4.283337116241455,-5.564980983734131,-0.9902670383453369,-0.4074355959892273,-0.018414799124002457,-0.006350259762257338,0.062320318073034286,0.07495338469743729,0.026026170700788498,0.02634837105870247,0.09585031867027283,blues
