filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,rcep1,rcep2,rcep3,rcep4,rcep5,rcep6,rcep7,rcep8,rcep9,rcep10,label,fft_0,fft_1,fft_2,fft_3,fft_4,fft_5,fft_6,fft_7,fft_8,fft_9,fft_10,fft_11,fft_12,fft_13,fft_14,fft_15,fft_16,fft_17,fft_18,fft_19
blues.00000.wav,0.3499505221843719,0.1301919966936111,1784.416545970319,2002.6571063943209,3806.4186497738488,0.0830663911329334,-113.619384765625,121.55303192138672,-19.15105628967285,42.34576797485352,-6.3711676597595215,18.61303329467773,-13.692060470581056,15.339378356933594,-12.28361701965332,10.97377586364746,-3.5120320320129395,-0.8794684410095215,-0.621237576007843,-0.2266200184822082,-0.0866832062602043,0.0475181527435779,0.0654281899333,0.0158391520380973,-0.0113071361556649,0.0543517544865608,blues,1294305.0,611108.4131693736,607865.2846088791,607159.9032071024,616200.4933387773,615231.9430202054,600368.8430693629,602977.5043999001,633276.6763045077,582789.2066346132,648204.7659144145,670495.0007699091,670910.3165526015,318550.91110935574,597757.8416903809,889516.3527233191,594766.574825863,589924.4332353579,792986.5098039487,983871.0332380725
blues.00001.wav,0.3409450948238373,0.0958916842937469,1529.8713140945188,2038.6121427572907,3548.9868730952494,0.0560442567240712,-207.58151245117188,123.99714660644533,8.939114570617676,35.870758056640625,2.9199702739715576,21.518787384033203,-8.555368423461914,23.355937957763672,-10.10103702545166,11.906444549560549,-5.408479690551758,-0.8041918277740479,-0.4987413287162781,-0.091296374797821,0.1206367090344429,0.1447484940290451,0.1044272929430008,0.0976848751306533,0.0156911928206682,0.0529976412653923,blues,831473.9999999977,129425.94534309943,128297.85708707575,127842.126337236,126916.85946297536,131670.9729340095,136726.0985055835,160874.53544653996,132975.3531495396,134766.70644076026,158959.36127831085,161342.59932673752,129933.79006907636,38176.87931134181,88755.52109050858,183123.74064930787,312101.65095574537,523192.4563765512,383091.10711618536,61232.55645327951
blues.00002.wav,0.3635618388652801,0.1754936873912811,1552.6377863181906,1747.3820283016646,3041.089944278493,0.0763007479924535,-90.7763442993164,140.4486083984375,-29.10055923461914,31.687339782714844,-13.975971221923828,25.74168586730957,-13.644712448120115,11.623111724853516,-11.775919914245604,9.70046615600586,-3.4488730430603027,-0.8008733987808228,-0.546543538570404,-0.2813935279846191,-0.1108552441000938,-0.0101865148171782,0.0368983447551727,0.0179645232856273,0.0155185516923666,0.0399082601070404,blues,477199.9999999968,51994.55494370648,45358.26222788574,178758.99029134947,69401.28477573472,89398.3148648083,226730.53208477632,19357.92160289156,79331.68553672657,100639.75438933144,47059.45939414459,213316.4489598373,119181.06110942463,123280.73940745047,214418.0436081369,140326.41223408372,40581.19822446255,209030.23437433643,37745.96112706583,128976.21564055583
blues.00003.wav,0.4048483669757843,0.1411392092704773,1070.1100585189856,1596.244204184935,2185.0617872303114,0.0333089444659442,-199.4620056152344,150.0947265625,5.649167060852051,26.87014389038086,1.7554408311843872,14.236881256103516,-4.828872680664063,9.29784870147705,-0.7531419992446899,8.147393226623535,-5.727599143981934,-0.5350375175476074,-0.4138570427894592,-0.1272058188915252,0.0338682457804679,0.1194861829280853,0.0896569341421127,0.0219312906265258,0.0301434285938739,0.0502507053315639,blues,314407.00000000553,110836.6356651393,112008.95842054022,113933.26355059129,114135.6677150946,116511.51114455807,112744.96159069146,113195.94634209631,104395.97101275467,109029.424275319,115567.63052895265,111842.94477992938,111271.64221238442,79887.7685666316,93222.81871395878,95745.54538488998,170670.95279527616,103382.582126721,127825.60031934273,92323.95546934023
blues.00004.wav,0.3085981607437134,0.091540403664112,1835.5070084014956,1748.3674767249406,3581.003346162684,0.1015001421004257,-160.29185485839844,126.19577026367188,-35.602500915527344,22.151168823242188,-32.487640380859375,10.862022399902344,-23.357162475585938,0.500523030757904,-11.804769515991213,1.2038774490356443,-4.820575714111328,-0.9614863395690918,-0.4395544528961181,-0.2157654911279678,-0.0775479972362518,0.0089206211268901,0.0300308167934417,-0.0244686007499694,-0.0064082583412528,-0.0195221435278654,blues,607300.9999999977,16656.979390028566,15212.892482629939,14356.220735182427,16861.977707787144,20003.755666798108,24502.70321340501,24484.36717885262,21548.61472680982,16731.272225145727,11443.872026032639,8382.193354722467,14307.256727392076,19549.91790268403,27440.713621608094,27765.37765989474,27744.335231705365,29866.959528724994,20085.854224781608,6339.053955890098
blues.00005.wav,0.3024140298366546,0.1034377217292785,1831.9900685948733,1729.4562589469772,3480.8539517523704,0.0940398697513544,-177.88876342773438,118.18952941894533,-17.550729751586914,30.753101348876957,-21.732107162475582,11.898545265197754,-20.73228073120117,3.176168918609619,-8.575770378112793,-0.9401842355728148,-5.246821403503418,-0.9805893898010254,-0.3475598394870758,-0.0854023173451423,-0.0487057864665985,0.0667406171560287,0.0333879701793193,-0.0348031558096408,0.0105146206915378,0.0008034529164433,blues,553247.0000000008,81747.22835679838,83018.61608727956,89345.53883370846,86502.11304651778,67630.69825961402,103510.671510201,105745.39361519701,53121.03303794374,82325.85253739933,104115.82021300081,126840.66700707698,63030.494815989216,60526.443299774575,139062.73773686335,80188.24323125964,109796.56808552459,106578.69778600236,137528.13979736,117616.68788276246
blues.00006.wav,0.2914056479930877,0.1416878998279571,1459.0353761872718,1388.725515468785,2795.67476160386,0.0730279030814628,-190.17501831054688,130.29241943359375,-36.34847259521485,33.029090881347656,11.085680961608888,-0.5963726043701172,-20.88235664367676,0.2771160304546356,-6.500870704650879,-5.515623092651367,-6.235756874084473,-0.6283994913101196,-0.5117881298065186,-0.1007671505212783,0.1202054098248481,0.1833719462156295,0.0945879220962524,-0.0053475545719265,-0.0207934472709894,0.0051610465161502,blues,692452.0000000012,81664.5115326421,112893.66562055732,79323.11516304941,124261.73854760316,55519.53909974325,79354.09321472516,112389.64293071031,125694.18787030852,228849.42907023634,183964.89539086682,305927.3444019842,184155.5954900479,102795.54879184795,175313.9015754252,83389.21767528326,358694.72991285793,191168.82483257455,298189.1221032336,270369.6114460536
blues.00007.wav,0.3073145449161529,0.131745234131813,1451.8494584581751,1577.5518583197488,2955.7654602239745,0.0614350026606037,-179.42007446289062,136.4420928955078,-26.64433860778809,39.979591369628906,5.301814556121826,10.921236991882324,-20.555347442626957,8.507476806640625,-11.35435962677002,-3.4690980911254883,-5.579975128173828,-0.811130940914154,-0.4200438559055328,-0.0967093929648399,0.1254598945379257,0.1280971318483352,0.1492431014776229,0.0360278822481632,-0.0068189203739166,-0.0066974400542676,blues,645700.9999999998,43687.747666394585,70828.88406883608,44606.58139148953,13430.149540566566,36042.38239518559,167615.59148167353,62963.18823134836,186295.20964042886,103221.01314332696,52977.95195292333,155893.8290206235,215308.65191122476,62676.055232184066,214596.776261992,195382.5617224683,96908.90737522136,245137.9095531025,139732.77522307204,69496.86008665508
blues.00008.wav,0.4089981615543365,0.1423606276512146,1719.2739373344168,2031.6873439502424,3781.518800339832,0.0640275795762383,-121.38711547851562,122.5053939819336,-14.739394187927246,46.135292053222656,-8.160384178161621,20.170509338378903,-19.169321060180664,23.050188064575195,-11.825939178466797,21.17341041564941,-3.802708387374878,-0.9982094764709472,-0.6387858390808105,-0.1512226909399032,0.0342938713729381,0.0407923050224781,0.0366428829729557,0.0793064981698989,-0.0087823113426566,0.0587174966931343,blues,487850.99999999825,84531.78257233603,72542.95894288985,95483.14712479146,80238.862929309,75322.12781986734,80635.17815709354,48144.11589788262,97898.01503484613,62258.286867721574,89235.63857572408,76796.16280768503,64782.239464094644,76270.4907841087,58314.680453778055,94388.31831644132,82812.00417096337,119478.96656908751,98778.40274734986,124176.28427898171
blues.00009.wav,0.2740142345428467,0.0813209787011146,1817.529546414671,1973.6903092151888,3944.584480970637,0.0792153184258901,-213.20452880859372,115.154541015625,-11.720502853393556,39.03255462646485,-20.357818603515625,13.089925765991213,-9.180815696716309,9.023638725280762,-14.101022720336914,4.283337116241455,-5.564980983734131,-0.9902670383453368,-0.4074355959892273,-0.0184147991240024,-0.0063502597622573,0.0623203180730342,0.0749533846974372,0.0260261707007884,0.0263483710587024,0.0958503186702728,blues,619897.9999999998,8976.260247444698,6371.32769962427,15417.045667517947,1735.9208367696278,17362.163236696582,10041.474197348385,19884.526009588724,24580.74252461034,11150.932169474087,25452.168429863847,19792.04190898297,23896.824924541645,18097.42315956716,30955.319334343672,30691.448902223536,32404.650009723293,30952.637970046268,36152.45937363578,53263.28635847473
