filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,rcep1,rcep2,rcep3,rcep4,rcep5,rcep6,rcep7,rcep8,rcep9,rcep10,label
classical.00000.wav,0.25237950682640076,0.036243971437215805,1505.377699718987,1559.08594960353,2717.316902089783,0.09824505974264706,-268.1800231933594,135.68788146972656,-34.07107162475586,25.634862899780273,-12.97032356262207,17.894695281982422,-9.997608184814453,5.629223346710205,-14.14646053314209,7.49762487411499,-7.559001922607422,-0.44607922434806824,-0.31570670008659363,-0.04688710719347,0.016422973945736885,0.08878336101770401,0.050434377044439316,0.041754644364118576,0.03575962781906128,0.061826374381780624,classical
classical.00001.wav,0.21504712104797363,0.03061455488204956,1360.5964481029555,1441.3899483512614,2387.9772268950755,0.0877715781008127,-324.0919494628906,133.59413146972656,-25.021385192871094,24.567686080932617,-11.939837455749512,17.66022491455078,-5.522582530975342,1.7202383279800415,-10.571334838867188,-0.8508673310279846,-8.987279891967773,-0.322236567735672,-0.12529896199703217,0.054765187203884125,0.04563256725668907,0.12109802663326263,0.050667837262153625,0.03699913248419762,0.0007244389271363616,0.05292968451976776,classical
classical.00002.wav,0.2778478264808655,0.0438406728208065,1490.0147947114058,1599.8034153175129,2784.9498264560757,0.09004972003192724,-235.30642700195312,141.13674926757812,-34.679046630859375,30.997169494628906,-16.40024185180664,23.120685577392578,-11.043703079223633,7.6586432456970215,-19.01723861694336,4.236546039581299,-6.842483043670654,-0.5368548631668091,-0.35780981183052063,-0.058039963245391846,-0.005997436121106148,0.0997772216796875,0.045656900852918625,0.05054265260696411,0.03934643045067787,0.05135948210954666,classical
classical.00003.wav,0.23423358798027039,0.029436051845550537,1526.560670734666,1499.533730708084,2915.6907025505516,0.10895172213622291,-326.8998718261719,127.39418029785156,-30.584468841552734,37.475746154785156,-5.291165828704834,20.806991577148438,-1.7857136726379395,-4.6031646728515625,-4.048745155334473,5.238034725189209,-9.0890474319458,-0.3433654010295868,-0.1304217427968979,0.04460467770695686,0.08422259241342545,0.08718888461589813,0.12809082865715027,0.08204104751348495,0.003847309621050954,0.025473544374108315,classical
classical.00004.wav,0.22157979011535645,0.042288221418857574,1705.7324266471078,1646.2565077961103,3176.230793766931,0.1128666644494969,-259.9622802734375,118.93238067626953,-35.60653305053711,31.99001693725586,-16.535491943359375,10.620697975158691,-15.655911445617676,7.442337512969971,-5.810465335845947,8.26894760131836,-7.291869163513184,-0.5791032314300537,-0.4135633111000061,-0.05785360932350159,0.06036272272467613,0.08349926769733429,0.11123233288526535,0.005212727002799511,-0.005018990486860275,0.006573914084583521,classical
classical.00005.wav,0.2685529291629791,0.043250638991594315,1431.542306293269,1558.4876922187395,2836.7578465133997,0.07523877406636997,-264.27740478515625,138.1509246826172,-30.101551055908203,37.8242301940918,-7.180178165435791,6.782935619354248,-11.818900108337402,4.712040901184082,-9.843632698059082,5.863747596740723,-7.338666915893555,-0.49519792199134827,-0.369606077671051,0.01671060360968113,0.07538671046495438,0.12485465407371521,0.0820031613111496,0.005247866734862328,0.008449300192296505,0.0035571597982198,classical
classical.00006.wav,0.26145100593566895,0.03322203829884529,1372.8214993768147,1579.2639771327902,2738.0917764669603,0.07292321739551083,-295.7435302734375,134.53831481933594,-22.44930648803711,40.759246826171875,-5.875980377197266,9.276347160339355,-11.87594223022461,6.294928550720215,-8.866929054260254,4.406289100646973,-8.174904823303223,-0.4585561454296112,-0.2724338173866272,0.082728311419487,0.1333024501800537,0.15348102152347565,0.07834934443235397,0.005821587052196264,0.0010979089420288801,0.020194267854094505,classical
classical.00007.wav,0.2765798270702362,0.040846776217222214,1358.9262602497965,1516.1296306154914,2668.167199291312,0.07314694998065016,-286.86822509765625,135.91835021972656,-24.436616897583008,36.661170959472656,-6.245214462280273,6.962935447692871,-8.168272018432617,3.844066619873047,-4.398345470428467,6.432785511016846,-7.935124397277832,-0.4268372356891632,-0.28661471605300903,0.030665438622236252,0.10267199575901031,0.11886534094810486,0.07879911363124847,0.01570916175842285,0.0002539039123803377,0.03323487564921379,classical
classical.00008.wav,0.2547597885131836,0.03403140604496002,1516.6480402419818,1629.285125800053,2974.0070165864454,0.07878788336880804,-292.1529235839844,127.76366424560547,-29.90902328491211,37.44208526611328,-9.556901931762695,5.113048553466797,-13.82392692565918,7.031728267669678,-7.032632350921631,6.492002487182617,-7.805790901184082,-0.5332799553871155,-0.36770495772361755,0.030985934659838676,0.08660311996936798,0.13039356470108032,0.07863322645425797,-0.005885289050638676,-0.021750424057245255,-0.006249194033443928,classical
classical.00009.wav,0.27050480246543884,0.0237893033772707,1216.426225125279,1582.7629083386116,2560.8928479646383,0.05627025686919505,-356.1439514160156,139.79286193847656,-6.286765098571777,43.18829345703125,-8.879337310791016,11.050313949584961,-8.393050193786621,4.418519973754883,-8.283711433410645,8.682831764221191,-9.227861404418945,-0.34297463297843933,-0.1330648511648178,0.1756865680217743,0.1412493884563446,0.14366722106933594,0.0907764583826065,0.02290237694978714,-0.009942317381501198,0.0035616911482065916,classical
classical.00010.wav,0.24500222504138947,0.029503611847758293,1497.0762956940555,1570.2741279362515,2868.049323964783,0.08621640987809598,-315.0445251464844,128.7392578125,-28.93490982055664,30.839513778686523,-8.996638298034668,7.990107536315918,-9.846988677978516,1.441412091255188,-8.973623275756836,6.04984188079834,-8.3077392578125,-0.4205668568611145,-0.28300338983535767,0.030563797801733017,0.07661702483892441,0.10214585065841675,0.06775298714637756,0.023136528208851814,0.007287981919944286,0.022568020969629288,classical
classical.00011.wav,0.24491912126541138,0.021498119458556175,949.3765619854879,1112.0248096618204,1695.8730786208398,0.06072601223877709,-385.265869140625,177.27786254882812,-9.337662696838379,24.373218536376953,5.805441379547119,-4.56306266784668,-6.3569488525390625,-6.957894325256348,-4.12742805480957,3.858067274093628,-10.176409721374512,0.1148555651307106,-0.09541760385036469,0.20955036580562592,0.1580924242734909,0.11571469902992249,0.06863090395927429,-0.000587129034101963,-0.016512492671608925,-0.01836811564862728,classical
classical.00012.wav,0.23568680882453918,0.0314069502055645,1179.989139644456,1332.0247704243034,2154.0036417013353,0.06593875471652477,-362.7138671875,143.93861389160156,-18.981813430786133,30.657846450805664,1.0281466245651245,0.28484541177749634,-7.989743709564209,-3.8509774208068848,-8.944669723510742,3.249770164489746,-9.413616180419922,-0.21380247175693512,-0.24659821391105652,0.1701275259256363,0.14059102535247803,0.10437292605638504,0.10852565616369247,0.00911819189786911,-0.004871157463639975,-0.019762597978115082,classical
classical.00013.wav,0.23204602301120758,0.03172163665294647,1388.2456582676334,1456.5571823960315,2599.025950712316,0.08088953354779412,-343.13555908203125,140.08688354492188,-20.911033630371094,32.332191467285156,-3.6868107318878174,2.9435575008392334,-10.669529914855957,0.319102942943573,-5.784346103668213,7.688078880310059,-8.85130786895752,-0.3150891065597534,-0.250110000371933,0.11234310269355774,0.1150195375084877,0.10907961428165436,0.08968010544776917,0.01108627114444971,0.0032338383607566357,-0.02109348215162754,classical
